Virus GENBANK accession,Realm,Kingdom,Phylum,Class,Order,Family,Genus,Species
MZ326854,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus ptah
PP079416,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus SB2
OK018136,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus TS10
OP583591,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus F5
KU595432,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus f20
KU595433,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus f30
ON911539,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus IVIADoCa2
ON932078,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus IVIADoCa4
ON932083,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus IVIADoCa9
OK258138,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus MUD8T1
OP548052,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus NED111
OP583594,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus P4
MK903278,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus pagan
KF626667,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus prado
ON960072,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus pXoo2106
PP079417,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus SB5
MN478375,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus titanX
KU197013,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus XAJ24
MF375456,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus Xc10
MW831865,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus BUCT598
OM735686,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus BUCT700
OR209256,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus c9N
OK490494,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus P15
PP079413,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus SB1
KT184661,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aghbyvirus,Aghbyvirus ISAO8
PP226938,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus A014L
KT949345,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus Ahp1
ON365567,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus AHPMCC7
MF683623,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus CF7
MK838107,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus LAh1
OP797796,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus P2
OR261031,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus ST21
OM654404,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus yong1
MT682386,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Atoyacvirus,Atoyacvirus atoyac1
MT682390,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Atoyacvirus,Atoyacvirus atoyac15
LN878149,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus DevCD23823
MW882933,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus EspYZU05
OP819285,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus EspYZU13
KC107834,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus GAP227
LC779549,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus GY3
MW250276,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus Kc318
OL362270,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cullenvirus,Cullenvirus 6937
OY757063,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cullenvirus,Cullenvirus K59PH2
ON755176,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cullenvirus,Cullenvirus KYP
MN509793,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Daeravirus,Daeravirus MA13
PP453689,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Jimeivirus,Jimeivirus LHP
MG878892,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Panjvirus,Panjvirus Spp16
HE956707,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pienvirus,Pienvirus R801
KY318515,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pokrovskaiavirus,Pokrovskaiavirus fHeYen301
HE956710,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pokrovskaiavirus,Pokrovskaiavirus pv8018
MK053931,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Wanjuvirus,Wanjuvirus arno160
KX756572,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Wanjuvirus,Wanjuvirus PP2
OP087422,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Higashivirus,Higashivirus BHDTSo9
AB451219,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Higashivirus,Higashivirus RSB1
MG652450,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Higashivirus,Higashivirus RsoP1IDN
MW965453,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Hongshanvirus,Hongshanvirus BMB50
JN651747,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aerosvirus,Aerosvirus AS7
MH179473,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aerosvirus,Aerosvirus av25AhydR2PP
MH992513,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aerosvirus,Aerosvirus ZPAH7
HG793132,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ampunavirus,Ampunavirus BpAMP1
KY464836,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ampunavirus,Ampunavirus RSPI1
MT740728,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Anchaingvirus,Anchaingvirus anchaing
KX660669,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aqualcavirus,Aqualcavirus P14
KX458241,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus andromeda
JN991020,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus Bf7
MT094430,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus BIMBV45
OM962999,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus SoKa
ON529868,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Conareevirus,Conareevirus babayka
GU393987,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Conareevirus,Conareevirus Cd1
OK319016,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Conareevirus,Conareevirus doublea
LR778216,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cotavirus,Cotavirus cota
OQ137559,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Dcimvirus,Dcimvirus DCM
MG201401,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ermolevavirus,Ermolevavirus PGT2
JN882298,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ermolevavirus,Ermolevavirus PhiKT
PP079414,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Euvesivirus,Euvesivirus SB3
MW145136,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Jeruvirus,Jeruvirus PSTNGR1
KY981272,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Kalppathivirus,Kalppathivirus P26059B
MF621978,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Lullwatervirus,Lullwatervirus lullwater
OR260090,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Lullwatervirus,Lullwatervirus quill52
KC853746,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Mguuvirus,Mguuvirus JG068
KX066068,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Napahaivirus,Napahaivirus VSW3
MZ326863,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pakuvirus,Pakuvirus paku
ON932081,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Paternavirus,Paternavirus doca7
OQ135102,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus BL198
OQ137560,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus ERS
OQ135104,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus KSC
KT381879,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus percy
OL581612,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pollyceevirus,Pollyceevirus Eisa9
MG775261,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pollyceevirus,Pollyceevirus pollyC
AB920995,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Risjevirus,Risjevirus RSJ2
AB983711,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Risjevirus,Risjevirus RSJ5
MH684921,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Scottvirus,Scottvirus scott
KY316062,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Sukuvirus,Sukuvirus RSPII1
MT783706,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Aristophanesvirus,Aristophanesvirus aristophanes
KJ473423,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Daemvirus,Daemvirus acibel007
PP841128.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 02KEN01
PP841130.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN02
PP841131.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN03
PP841136.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN05
PP841137.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN06
PP841133.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 164KEN02
MZ593174,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 3043K38
OV298630.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049177
OV298791.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049180
OV298725.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049181
OV298628.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049183
OV298668.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049184
PV467367.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus A31Y
PV467368.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus A43Y
HQ186308,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AB1
KT339321,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AB6
PP763255.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Ab11
PQ382035.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbaSI4
MK278859,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbKT21III
JX658790,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Abp1
OQ982387,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbP7
OP171942,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbpL
ON513429,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABSZ6
OL770263,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbTP31
OZ038338.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABW132
OZ038334.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABW311
OK546191,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABWU2101
OQ101251,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Acba6
PV067698.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Acba19
MH800200,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Aci07
MH763831,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Aci08
MT263719,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AGC01
OP291336,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AIIMSAbE5RC
MK257719,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK2
MZ868724,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK09
MK089780,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK14
MZ936315,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK15
MZ868725,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK16
MZ936316,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK20
MW345241,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK26
MK257722,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK32
MK257723,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK37
MN604238.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK44
MN294712,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK48
MZ868726,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK77
MT741944,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK81
MZ936314,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK86
MN604239,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK87
MN651570,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK89
MN807295,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK116
MW459163,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK128
MZ967493,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK371
MN614471,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK483
ON210142,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK127v
KY268296,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AS11
KY268295,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AS12
MF033347,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus B1
MF033348,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus B3
MF033349,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus B5
PV067733.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Bhz16
OQ858591,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ChT04
MH042230,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus D2
PV208534.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus EAB11
