Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus	AF148805	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	macacine gammaherpesvirus 5; rhesus rhadinovirus	AF083501	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina	KF703446	I	Coding-complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	macacine gammaherpesvirus 11; Japanese macaque rhadinovirus	AY528864	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2	KP265674	I	Coding-complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	murid gammaherpesvirus 4; murine gammaherpesvirus 68	U97553	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	murid gammaherpesvirus 7; wood mouse herpesvirus	GQ169129	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	saimiriine gammaherpesvirus 2; herpesvirus saimiri	X64346	I	Coding-complete genome	1	Orthoherpesviridae
Adrikavirales	Satyavativiridae		Vyasavirus	Poseidoniales virus P01	PP497040	I	Complete genome	1	Satyavativiridae
Autographivirales	Autonotataviridae	Gujervirinae	Ceskevirus	Xanthomonas phage SB4	PP079415	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Maltophvirus	Stenotrophomonas phage BUCT609	MW960043	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pazvirus	Xanthomonas phage Xaa_vB_phi31	MT951568	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pazvirus	Xylella phage Paz	KF626666	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Ponderosavirus	Stenotrophomonas phage Pepon	MZ326858	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Ponderosavirus	Stenotrophomonas phage Ponderosa	MK903280	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Ponderosavirus	Stenotrophomonas phage Ptah	MZ326854	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Ponderosavirus	Stenotrophomonas phage SB2	PP079416	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Ponderosavirus	Stenotrophomonas phage TS-10	OK018136	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage F5	OP583591	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage f20-Xaj	KU595432	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage f30-Xaj	KU595433	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage vB_Xar_IVIA-DoCa2	ON911539	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage vB_Xar_IVIA-DoCa4	ON932078	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage vB_Xar_IVIA-DoCa9	ON932083	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage MUD8-T1	OK258138	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage NED111	OP548052	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage P4	OP583594	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage Pagan	MK903278	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xylella phage Prado	KF626667	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage pXoo2106	ON960072	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Stenotrophomonas phage SB5	PP079417	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Bacteriophage Titan-X	MN478375	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage XAJ24	KU197013	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Pradovirus	Xanthomonas phage phi Xc10	MF375456	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Smasvirus	Stenotrophomonas phage BUCT598	MW831865	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Smasvirus	Stenotrophomonas phage vB_SmeS_BUCT700	OM735686	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Smasvirus	Stenotrophomonas phage c9-N	OR209256	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Smasvirus	Stenotrophomonas phage vB_SmaS_P15	OK490494	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Gujervirinae	Smasvirus	Xanthomonas phage SB1	PP079413	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Aghbyvirus	Yersinia phage vB_YenP_ISAO8	KT184661	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage phiA014L	PP226938	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage Ahp1	KT949345	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage AHPMCC7	ON365567	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage CF7	MF683623	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage LAh1	MK838107	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage P2	OP797796	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage ST21	OR261031	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Ahphunavirus	Aeromonas phage yong1	OM654404	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Atoyacvirus	Aeromonas phage Atoyac1	MT682386	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Atoyacvirus	Aeromonas phage Atoyac15	MT682390	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cronosvirus	Cronobacter phage Dev-CD-23823	LN878149	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cronosvirus	Cronobacter phage EspYZU05	MW882933	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cronosvirus	Cronobacter phage EspYZU13	OP819285	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cronosvirus	Cronobacter phage vB_CskP_GAP227	KC107834	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cronosvirus	Cronobacter phage GY3	LC779549	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cronosvirus	Kosakonia virus Kc318	MW250276	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cullenvirus	Klebsiella phage 6937	OL362270	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cullenvirus	Klebsiella phage vB_Kpl_K59PH2	OY757063	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Cullenvirus	Klebsiella phage KYP	ON755176	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Daeravirus	Pectobacterium phage MA13	MN509793	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Jimeivirus	Escherichia phage vB_EcoP_LHP	PP453689	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Panjvirus	Salmonella phage vB_SpuP_Spp16	MG878892	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Pienvirus	Yersinia phage phiR8-01	HE956707	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Pokrovskaiavirus	Yersinia phage fHe-Yen3-01	KY318515	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Pokrovskaiavirus	Yersinia phage phi80-18	HE956710	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Wanjuvirus	Pectobacterium phage Arno160	MK053931	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Melnykvirinae	Wanjuvirus	Pectobacterium phage PP2	KX756572	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Okabevirinae	Higashivirus	Ralstonia phage BHDT_So9	OP087422	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Okabevirinae	Higashivirus	Ralstonia phage RSB1	AB451219	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Okabevirinae	Higashivirus	Ralstonia phage RsoP1IDN	MG652450	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae	Okabevirinae	Hongshanvirus	Ralstonia phage vB_RsoP_BMB50	MW965453	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Aerosvirus	Aeromonas phage phiAS7	JN651747	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Aerosvirus	Aeromonas phage_ZPAH7	MH179473	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Aerosvirus	Aeromonas phage ZPAH7B	MH992513	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Ampunavirus	Burkholderia phage Bp-AMP1	HG793132	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Ampunavirus	Ralstonia phage RS-PI-1	KY464836	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Anchaingvirus	Ralstonia phage Anchaing	MT740728	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Aqualcavirus	Aquamicrobium phage P14	KX660669	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Bifseptvirus	Pseudomonas phage Andromeda	KX458241	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Bifseptvirus	Pseudomonas phage Bf7	JN991020	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Bifseptvirus	Pseudomonas phage BIM BV-45	MT094430	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Bifseptvirus	Pseudomonas phage SoKa	OM962999	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Conareevirus	Brevundimonas phage vB_BpoS-Babayka	ON529868	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Conareevirus	Caulobacter phage Cd1	GU393987	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Conareevirus	Brevundimonas phage AA	OK319016	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Cotavirus	Xylella phage Cota	LR778216	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Dcimvirus	Caulobacter phage DCM	OQ137559	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Ermolevavirus	Escherichia phage PGT2	MG201401	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Ermolevavirus	Escherichia phage phiKT	JN882298	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Euvesivirus	Xanthomonas phage SB3	PP079414	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Jeruvirus	Providencia phage PSTNGR1	MW145136	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Kalppathivirus	Curvibacter phage P26059B	KY981272	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Lullwatervirus	Caulobacter phage Lullwater	MF621978	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Lullwatervirus	Caulobacter phage Quill_5.2	OR260090	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Mguuvirus	Burkholderia phage JG068	KC853746	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Napahaivirus	Pseudomonas phage VSW-3	KX066068	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Pakuvirus	Burkholderia phage Paku	MZ326863	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Paternavirus	Xanthomonas phage vB_Xar_IVIA-DoCa7	ON932081	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Percyvirus	Caulobacter phage BL198	OQ135102	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Percyvirus	Caulobacter phage ERS	OQ137560	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Percyvirus	Caulobacter phage KSC	OQ135104	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Percyvirus	Caulobacter phage Percy	KT381879	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Pollyceevirus	Pseudomonas phage Eisa9	OL581612	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Pollyceevirus	Pseudomonas phage PollyC	MG775261	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Risjevirus	Ralstonia phage RSJ2	AB920995	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Risjevirus	Ralstonia phage RSJ5	AB983711	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Scottvirus	Sphingomonas phage_Scott	MH684921	I	Complete genome	1	Autonotataviridae
Autographivirales	Autonotataviridae		Sukuvirus	Ralstonia phage RS-PII-1	KY316062	I	Complete genome	1	Autonotataviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Aristophanesvirus	Acinetobacter phage Aristophanes	MT783706	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Daemvirus	Acinetobacter phage vB_AbaP_Acibel007	KJ473423	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Ab_02_KEN_01	PP841128.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Ab_1137_KEN_02	PP841130.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Ab_1137_KEN_03	PP841131.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Ab_1137_KEN_05	PP841136.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Ab_1137_KEN_06	PP841137.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Ab_164_KEN_02	PP841133.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Api_3043-K38	MZ593174	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage MD-2021b strain 5899STDY8049177	OV298630.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage MD-2021b strain 5899STDY8049180	OV298791.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage MD-2021b strain 5899STDY8049181	OV298725.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage MD-2021b strain 5899STDY8049183	OV298628.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage MD-2021b strain 5899STDY8049184	OV298668.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage A31Y	PV467367.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage A43Y	PV467368.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage phiAB1	HQ186308	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage phiAb6	KT339321	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage Ab11	PP763255.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_AbaSI_4	PQ382035.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage_AbKT21phiIII	MK278859	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage Abp1	JX658790	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_Ab-P-7	OQ982387	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage AbpL	OP171942	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage AB_SZ6	ON513429	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage AbTP3phi1	OL770263	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_AbaP_ABW132	OZ038338.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_AbaP_ABW311	OZ038334.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_AbaP_ABWU2101	OK546191	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage Acba_6	OQ101251	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage Acba_19	PV067698.1	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage_vB_AbaP_46-62_Aci07	MH800200	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage_vB_AbaP_B09_Aci08	MH763831	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter virus vB_AbaP_AGC01	MT263719	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage AIIMS-AbE5-RC	OP291336	I	Complete genome	1	Autoscriptoviridae
Autographivirales	Autoscriptoviridae	Beijerinckvirinae	Friunavirus	Acinetobacter phage vB_AbaP_APK2	MK257719	I	Complete genome	1	Autoscriptoviridae
